titre,artiste,popularite,date_sortie,genre,sous_genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duree_ms
Multidimensional,"Sarah, the Illstrumentalist",57,2019-05-31,rap,hip hop,0.835,0.453,-6.316,0.0543,0.186,0.229,0.139,0.601,92.999,150500
we'll stay inside when it rains,Rook1e,57,2019-11-20,rap,hip hop,0.7,0.134,-17.898,0.0771,0.592,0.845,0.107,0.435,160.033,130586
Céleste,Psalm Trees,59,2019-10-21,rap,hip hop,0.639,0.308,-12.329,0.0571,0.863,0.833,0.0648,0.478,79.518,144906
Back to Life,Sofasound,57,2019-06-24,rap,hip hop,0.409,0.34,-13.126,0.0783,0.82,0.856,0.13,0.405,80.363,135319
sundown,mt. fujitive,38,2019-09-03,rap,hip hop,0.653,0.167,-19.743,0.0396,0.958,0.931,0.0986,0.461,75.962,106899
orange crunch,mommy,56,2019-04-23,rap,hip hop,0.722,0.234,-13.737,0.134,0.801,0.845,0.0955,0.492,63.245,67798
You Don't Know,Psalm Trees,58,2019-08-30,rap,hip hop,0.834,0.289,-8.706,0.047,0.673,0.849,0.143,0.821,88.015,166364
Afloat,Kupla,62,2019-02-25,rap,hip hop,0.374,0.237,-10.796,0.163,0.957,0.822,0.088,0.417,83.271,148605
Rxbury 02119,Jorge Milliano,60,2019-09-13,rap,hip hop,0.506,0.353,-11.61,0.443,0.276,0.916,0.695,0.471,152.003,184741
Moodswing,Deauxnuts,58,2019-05-04,rap,hip hop,0.689,0.33,-11.169,0.106,0.232,0.873,0.123,0.339,80.408,80284
Hotel,Dylan Sitts,58,2019-03-01,rap,hip hop,0.639,0.359,-8.64,0.0662,0.0839,0.769,0.116,0.149,91.094,159560
Kyona,Two Sleepy,43,2020-01-07,rap,hip hop,0.542,0.366,-16.079,0.0375,0.602,0.871,0.196,0.0551,115.683,187573
Sunflower Serenade,Minthaze,55,2019-05-10,rap,hip hop,0.735,0.124,-23.952,0.0419,0.956,0.923,0.145,0.301,117.046,132294
SaDa,furino,54,2019-11-01,rap,hip hop,0.625,0.456,-8.622,0.118,0.936,0.0226,0.105,0.0694,143.552,124184
Sunset,Hyperparadise,7,2019-03-27,rap,hip hop,0.669,0.2,-16.88,0.197,0.934,0.901,0.138,0.506,166.25,177854
Quiet Nights,Epektase,56,2019-11-22,rap,hip hop,0.734,0.144,-10.34,0.0426,0.649,0.769,0.105,0.175,74.972,128000
infinity,Oatmello,56,2019-06-21,rap,hip hop,0.738,0.45,-12.838,0.0634,0.429,0.345,0.108,0.513,144.325,93333
Law,Sleepdealer,54,2019-11-26,rap,hip hop,0.606,0.554,-8.965,0.0583,0.863,0.738,0.0943,0.537,79.983,144000
Lesson on Counting,"quickly, quickly",58,2019-07-02,rap,hip hop,0.649,0.873,-6.099,0.484,0.375,0.159,0.154,0.848,125.424,137143
Coastal Walks,.Sinh,55,2019-07-05,rap,hip hop,0.579,0.13,-16.266,0.0973,0.447,0.928,0.09,0.59,76.006,82895
pheuratix,mr_slace,56,2019-04-20,rap,hip hop,0.286,0.194,-19.185,0.0389,0.429,0.874,0.334,0.16,144.636,134897
Endless Ether,fantompower,55,2019-11-25,rap,hip hop,0.689,0.377,-17.186,0.042,0.845,0.89,0.112,0.137,126.929,201875
Soul Mates,Jazzinuf,52,2020-01-01,rap,hip hop,0.517,0.509,-9.917,0.137,0.407,0.311,0.251,0.37,74.98,96343
Rose Garden,Kupla,58,2019-02-25,rap,hip hop,0.669,0.537,-10.599,0.0628,0.253,0.805,0.158,0.725,155.99,126280
Lvndr,Lilac,56,2019-04-26,rap,hip hop,0.599,0.336,-13.686,0.05,0.74,0.6,0.168,0.184,123.011,140500
Cloudy,HM Surf,57,2018-10-13,rap,hip hop,0.647,0.0668,-17.098,0.0571,0.865,0.9,0.0983,0.279,77.002,137727
busking,_tag,62,2019-02-12,rap,hip hop,0.622,0.0701,-13.016,0.0421,0.495,0.911,0.102,0.247,77.065,140714
us,Miscél,7,2018-12-15,rap,hip hop,0.638,0.373,-11.411,0.15,0.29,0.774,0.238,0.0396,79.007,147366
Nova,[ocean jams],60,2019-05-31,rap,hip hop,0.82,0.535,-5.193,0.0356,0.197,0.893,0.11,0.51,162.023,139032
Lullabyes,Aviscerall,58,2019-08-14,rap,hip hop,0.674,0.648,-10.901,0.0423,0.88,0.916,0.0985,0.329,85.017,163814
Sex for Breakfast II,Lo'fi Boy,59,2019-11-22,rap,hip hop,0.784,0.346,-12.193,0.0645,0.226,0.899,0.0869,0.379,145.553,148454
Click,Dontcry,59,2019-10-28,rap,hip hop,0.444,0.316,-9.804,0.0462,0.495,0.916,0.132,0.365,87.062,151673
Don't Mind Me,Fallen Roses,55,2020-01-03,rap,hip hop,0.736,0.292,-18.504,0.131,0.765,0.802,0.428,0.236,85.011,102048
Decisions,NAGASHI,62,2018-10-18,rap,hip hop,0.444,0.26,-19.291,0.0695,0.846,0.764,0.375,0.289,112.062,89031
i wish it would never stop snowing,Sleepy Fish,61,2019-03-20,rap,hip hop,0.804,0.164,-14.07,0.0492,0.0365,0.831,0.0927,0.419,126.953,196500
better things,Ymori,13,2018-11-19,rap,hip hop,0.654,0.483,-8.072,0.175,0.978,0.838,0.29,0.785,139.956,126981
Take Me Back,WYS,60,2019-12-29,rap,hip hop,0.669,0.436,-12.091,0.0296,0.509,0.893,0.104,0.392,90.005,176000
Yokohama,Nathan Kawanishi,56,2019-09-06,rap,hip hop,0.693,0.498,-8.39,0.124,0.881,0.89,0.229,0.748,80.021,111778
Far Away,Leavv,59,2019-04-17,rap,hip hop,0.786,0.399,-10.985,0.057,0.284,0.9,0.0676,0.35,166.007,208193
Nepenthe,goosetaf,52,2019-12-27,rap,hip hop,0.686,0.446,-9.182,0.0592,0.879,0.788,0.14,0.114,154.07,163636
Faces,Knowmadic,64,2019-01-07,rap,hip hop,0.615,0.424,-12.324,0.114,0.968,0.809,0.106,0.178,159.033,133165
Levitating,invention_,60,2019-03-20,rap,hip hop,0.406,0.294,-14.574,0.0693,0.612,0.918,0.429,0.386,65.553,179500
Life,Slumberville,55,2019-11-22,rap,hip hop,0.614,0.115,-18.1,0.035,0.943,0.955,0.111,0.133,74.019,130338
Amorita,Mujo,50,2019-12-19,rap,hip hop,0.546,0.0526,-26.207,0.0476,0.632,0.0341,0.111,0.82,74.017,80707
CHASE,twuan,58,2019-05-07,rap,hip hop,0.808,0.241,-9.699,0.18,0.102,0.888,0.109,0.417,80.782,126317
Wumbo,Harris Cole,57,2019-09-06,rap,hip hop,0.688,0.304,-21.341,0.318,0.282,0.807,0.0733,0.452,82.957,121446
Paperplanes,DAO,56,2019-07-05,rap,hip hop,0.706,0.408,-8.366,0.0719,0.859,0.922,0.106,0.587,87.991,136364
Better Together,Koosen,56,2020-01-10,rap,hip hop,0.63,0.312,-13.868,0.032,0.964,0.935,0.119,0.0716,89.98,109389
Pyrite,"Sarah, the Illstrumentalist",52,2019-11-08,rap,hip hop,0.63,0.141,-14.312,0.0423,0.898,0.947,0.111,0.777,81.908,119875
Golden Hours,Justnormal,60,2019-10-18,rap,hip hop,0.53,0.175,-7.119,0.16,0.926,0.114,0.103,0.161,171.1,148302
Salt Lamp,Jobii,61,2019-04-26,rap,hip hop,0.648,0.54,-7.129,0.0539,0.351,0.759,0.0951,0.249,154.021,138759
Shh,Rajstar,50,2020-01-03,rap,hip hop,0.629,0.379,-15.653,0.262,0.217,0.875,0.109,0.112,194.399,99033
Search for Tomorrow,Kupla,58,2019-06-27,rap,hip hop,0.443,0.41,-10.891,0.0899,0.688,0.877,0.105,0.261,82.17,128120
Moon Light,Ymori,52,2019-11-20,rap,hip hop,0.742,0.358,-10.254,0.114,0.00255,0.228,0.0759,0.668,79.945,133484
Moody,Yasper,57,2019-07-08,rap,hip hop,0.615,0.244,-10.168,0.407,0.491,0.837,0.0781,0.438,183.07,209250
Yesterday,chief.,62,2018-08-08,rap,hip hop,0.633,0.185,-14.68,0.0626,0.945,0.868,0.127,0.155,77.223,154125
Long Way Home,.Sinh,50,2019-12-27,rap,hip hop,0.711,0.242,-13.298,0.259,0.632,0.742,0.0888,0.625,81.009,82963
Perspective,Barnes Blvd.,62,2018-08-08,rap,hip hop,0.476,0.135,-20.104,0.0962,0.906,0.67,0.121,0.157,114.822,100250
Jewelry Remover,Justnormal,60,2019-06-21,rap,hip hop,0.722,0.466,-9.503,0.192,0.921,0.179,0.0883,0.0911,82.013,163759
al pasito/timeless,n o r m a l,57,2019-06-25,rap,hip hop,0.576,0.193,-18.66,0.865,0.659,0.473,0.154,0.858,86.01,190457
Peach,Glimlip,54,2019-10-23,rap,hip hop,0.811,0.35,-11.318,0.0439,0.406,0.907,0.105,0.634,118.001,136525
Happy To Help,Fallen Roses,52,2020-01-10,rap,hip hop,0.722,0.382,-15.275,0.682,0.689,0.693,0.0639,0.541,120.054,112053
Impermanence,autumn keys,57,2019-03-01,rap,hip hop,0.755,0.429,-15.75,0.204,0.603,0.352,0.0944,0.131,71.977,140000
i brought her flowers.,frumhere,58,2019-08-30,rap,hip hop,0.799,0.423,-12.282,0.0788,0.885,0.0335,0.0865,0.155,123.238,131751
Novacane,Lusca061,45,2020-01-10,rap,hip hop,0.858,0.497,-9.426,0.14,0.929,0.0146,0.221,0.466,110.142,157168
Four Seasons,Deauxnuts,50,2019-12-19,rap,hip hop,0.803,0.323,-11.992,0.422,0.458,0.901,0.145,0.512,75.019,115200
Good News,Mac Miller,73,2020-01-17,rap,hip hop,0.794,0.32,-12.92,0.173,0.853,0.134,0.112,0.241,174.088,342040
No Fucks (feat. Sueco The Child and AzChike),1takejay,63,2019-11-15,rap,hip hop,0.923,0.473,-8.641,0.407,0.151,0.0,0.0978,0.531,100.018,136800
20/20,Lil Tjay,79,2020-01-01,rap,hip hop,0.886,0.336,-12.779,0.239,0.557,0.0,0.0933,0.536,100.044,230448
DO DAT (feat. DaBaby & Lil Baby),Stunna 4 Vegas,59,2020-01-17,rap,hip hop,0.906,0.595,-6.345,0.444,0.0203,0.0,0.211,0.666,134.951,175653
GANG GANG,JACKBOYS,84,2019-12-27,rap,hip hop,0.859,0.6,-4.63,0.301,0.071,0.0,0.353,0.568,123.017,244761
Hella Neck,Carnage,69,2020-01-10,rap,hip hop,0.906,0.366,-8.92,0.395,0.231,0.0,0.178,0.238,95.007,217283
why u look mad,Lil Tecca,72,2019-12-16,rap,hip hop,0.758,0.638,-6.923,0.192,0.115,0.0,0.297,0.456,135.042,142747
Death,Trippie Redd,77,2019-11-22,rap,hip hop,0.802,0.82,-5.969,0.146,0.0579,0.0,0.149,0.613,164.005,172196
Poles,Quin Nfn,64,2019-10-25,rap,hip hop,0.902,0.472,-6.802,0.469,0.0153,0.0,0.0539,0.65,140.046,191975
Start Wit Me (feat. Gunna),Roddy Ricch,80,2019-12-06,rap,hip hop,0.886,0.479,-8.054,0.334,0.077,0.0,0.135,0.408,130.029,158692
Darkness,Eminem,75,2020-01-17,rap,hip hop,0.671,0.623,-7.161,0.308,0.00998,7.55e-06,0.643,0.195,75.055,337147
Welcome to Chilis,Yung Gravy,56,2020-01-17,rap,hip hop,0.839,0.454,-9.09,0.157,0.359,0.0,0.0755,0.804,159.987,157500
Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),Quando Rondo,69,2020-01-03,rap,hip hop,0.833,0.614,-4.842,0.17,0.13,0.0,0.0858,0.389,100.03,198608
Ballin' (with Roddy Ricch),Mustard,90,2019-06-28,rap,hip hop,0.809,0.545,-6.678,0.0735,0.392,0.0,0.151,0.244,97.008,180435
Hand Me Downs,Mac Miller,72,2020-01-17,rap,hip hop,0.677,0.33,-11.198,0.149,0.474,0.000871,0.064,0.336,68.985,298440
Millions,Young Thug,78,2019-12-20,rap,hip hop,0.942,0.531,-7.51,0.215,0.00236,0.000106,0.0812,0.74,99.027,157520
Behind Barz - Bonus,Drake,77,2019-09-13,rap,hip hop,0.854,0.554,-4.684,0.172,0.769,1.84e-06,0.0749,0.272,142.069,163121
Hold On,N7,44,2020-01-16,rap,hip hop,0.898,0.624,-7.414,0.334,0.0737,0.0,0.246,0.854,140.034,129035
Costa Rica,Bankrol Hayden,67,2020-01-10,rap,hip hop,0.9,0.482,-8.98,0.421,0.201,0.0,0.106,0.68,127.866,114965
Vendetta,KILLY,62,2019-12-24,rap,hip hop,0.852,0.537,-8.186,0.105,0.104,0.0,0.0732,0.592,132.089,149413
on god,bbno$,68,2019-11-08,rap,hip hop,0.883,0.301,-11.48,0.111,0.109,0.000457,0.0778,0.363,119.965,194000
Enemies (feat. DaBaby),Post Malone,46,2019-09-06,rap,hip hop,0.542,0.674,-4.169,0.21,0.0588,0.0,0.0955,0.667,76.388,196760
VALENTINO,24kGoldn,75,2019-11-22,rap,hip hop,0.747,0.717,-4.841,0.179,0.199,0.0,0.132,0.523,150.965,179133
CASH COW,NGHTMRE,67,2019-11-15,rap,hip hop,0.733,0.722,-5.07,0.0842,0.0359,6.34e-06,0.111,0.29,135.97,222027
Too Soft,6ixbuzz,54,2019-12-13,rap,hip hop,0.774,0.604,-9.64,0.251,0.133,0.0,0.328,0.725,158.07,182357
On The Road (feat. Meek Mill & Lil Baby),Post Malone,44,2019-09-06,rap,hip hop,0.442,0.737,-5.046,0.109,0.0589,0.0,0.102,0.21,112.93,218320
Audi II,Smokepurpp,62,2019-12-13,rap,hip hop,0.804,0.666,-6.009,0.509,0.0577,0.0,0.106,0.533,139.929,166934
Out Of Your Mind (feat. Swae Lee & Chris Brown),French Montana,75,2019-12-06,rap,hip hop,0.718,0.882,-4.677,0.0521,0.0229,0.0286,0.102,0.611,95.005,194171
Christopher Walking,Pop Smoke,59,2020-01-16,rap,hip hop,0.774,0.724,-5.164,0.234,0.0104,0.0,0.0517,0.737,140.953,191661
shining on my ex,bbno$,70,2019-11-08,rap,hip hop,0.645,0.487,-8.584,0.352,0.121,0.0,0.0931,0.618,88.893,140319
All I Know,Jordan Solomon,46,2019-11-08,rap,hip hop,0.91,0.443,-11.183,0.23,0.103,0.0,0.103,0.45,100.982,105533
GATTI,JACKBOYS,82,2019-12-27,rap,hip hop,0.594,0.676,-5.808,0.344,0.135,0.0,0.163,0.472,143.477,181145
Bossanova,Lil Tecca,70,2019-08-30,rap,hip hop,0.717,0.493,-7.146,0.266,0.00578,0.0,0.156,0.258,139.833,123573
Live This Wild,Lil Mosey,41,2019-11-05,rap,hip hop,0.697,0.685,-7.005,0.0712,0.14,0.0,0.0824,0.808,94.06,122853
Ooouuu (feat. Blac Youngsta),YBN Almighty Jay,45,2020-01-17,rap,hip hop,0.851,0.744,-6.83,0.197,0.0878,1.18e-05,0.147,0.645,73.97,153067
Sticky Situation,anders,54,2019-10-17,rap,hip hop,0.795,0.501,-7.359,0.151,0.0191,0.0,0.11,0.105,150.024,153753
Beach Ballin' (feat. blackbear),Yung Pinch,72,2020-01-03,rap,hip hop,0.689,0.586,-6.522,0.141,0.0643,0.0,0.12,0.49,160.037,204275
PRESS,Boslen,43,2019-12-03,rap,hip hop,0.784,0.494,-7.235,0.129,0.0686,4.88e-06,0.103,0.642,133.959,161907
Protect Da Brand (feat. DaBaby),Moneybagg Yo,69,2020-01-10,rap,hip hop,0.849,0.577,-6.802,0.181,0.0266,0.0,0.104,0.617,144.073,180020
Charades,Why G,50,2019-11-29,rap,hip hop,0.839,0.451,-11.618,0.392,0.0587,0.0,0.0743,0.749,147.978,173521
Virgil Discount,T.R.U.,68,2020-01-07,rap,hip hop,0.895,0.735,-5.331,0.291,0.402,0.00927,0.109,0.668,118.036,138067
100 dni do matury,Mata,52,2020-01-17,rap,hip hop,0.687,0.828,-7.911,0.456,0.523,0.0,0.34,0.0999,159.934,301573
Noc Polarna,Szpaku,62,2020-01-10,rap,hip hop,0.655,0.582,-7.998,0.183,0.137,0.0,0.302,0.172,90.005,146667
VOGUE,Bedoes,70,2019-11-29,rap,hip hop,0.782,0.568,-8.074,0.0772,0.0711,0.0203,0.143,0.454,118.033,218133
Rajaner,Kizo,58,2019-12-30,rap,hip hop,0.82,0.751,-7.336,0.0975,0.212,0.000386,0.107,0.601,124.979,131495
Patointeligencja,Mata,71,2019-12-12,rap,hip hop,0.851,0.54,-10.04,0.357,0.224,0.0,0.071,0.269,136.904,253609
Gubię kroki,White 2115,61,2019-12-20,rap,hip hop,0.841,0.695,-5.851,0.296,0.336,0.00171,0.104,0.443,115.958,137322
Chinatown,Kali,54,2019-12-20,rap,hip hop,0.778,0.833,-6.195,0.277,0.207,0.0,0.12,0.739,81.196,189630
Kochaj Mnie,Szpaku,65,2019-12-20,rap,hip hop,0.514,0.546,-5.853,0.0676,0.306,0.0129,0.134,0.0848,139.565,185143
Magenta (prod. Auer),Pezet,63,2019-09-27,rap,hip hop,0.742,0.842,-6.421,0.226,0.519,7.61e-06,0.124,0.569,132.993,200333
DOOKOŁA BLOKÓW,Kabe,42,2020-01-17,rap,hip hop,0.659,0.671,-7.572,0.0502,0.0196,0.00839,0.124,0.498,115.0,144932
Koryto,BORCREW,59,2019-12-17,rap,hip hop,0.811,0.567,-7.581,0.263,0.0188,0.0,0.293,0.49,79.983,211633
Jungle Boyz,Malik Montana,61,2019-09-27,rap,hip hop,0.714,0.543,-9.172,0.0969,0.0303,0.0,0.676,0.576,106.916,154773
Ptak,Deemz,61,2019-12-16,rap,hip hop,0.784,0.755,-6.581,0.134,0.528,0.0,0.276,0.645,145.066,147251
Justin Bieber,Oki,57,2019-12-27,rap,hip hop,0.853,0.671,-5.281,0.107,0.0722,0.0,0.165,0.758,127.83,200413
Impreza,Sobel,53,2019-11-23,rap,hip hop,0.92,0.363,-11.92,0.0933,0.028,0.0118,0.0854,0.558,120.002,165747
1998 (mam to we krwi),Bedoes,65,2019-11-10,rap,hip hop,0.721,0.651,-7.962,0.41,0.324,0.0,0.259,0.233,148.744,232133
Trumna,Sarius,58,2019-08-30,rap,hip hop,0.65,0.598,-6.081,0.262,0.606,0.0,0.613,0.265,130.955,208790
Nowe dzwięki,Żabson,61,2019-10-31,rap,hip hop,0.7,0.855,-6.403,0.174,0.23,0.0,0.216,0.59,160.027,193400
Tryb komfort,Kizo,45,2020-01-16,rap,hip hop,0.792,0.66,-8.276,0.36,0.11,0.0,0.0954,0.471,90.084,173280
Mieć i nie mieć,Jetlagz,60,2019-11-29,rap,hip hop,0.563,0.655,-7.642,0.387,0.302,0.0,0.211,0.417,95.08,216867
DEMONY,DZIARMA,54,2019-12-18,rap,hip hop,0.796,0.513,-8.078,0.119,0.282,0.000548,0.111,0.113,99.02,218973
bigos,schafter,63,2019-11-06,rap,hip hop,0.829,0.826,-7.952,0.161,0.3,2.94e-05,0.0825,0.925,152.045,219320
Tango,Mata,49,2020-01-17,rap,hip hop,0.648,0.595,-8.165,0.326,0.1,0.0,0.167,0.225,85.468,192560
Dzieci burzy,BORCREW,60,2019-12-06,rap,hip hop,0.55,0.657,-4.655,0.0577,0.602,0.0,0.112,0.177,78.071,166154
Brzydkie rzeczy,Bedoes,64,2019-11-17,rap,hip hop,0.715,0.592,-8.399,0.356,0.366,0.0,0.153,0.646,155.986,179003
Bravi Ragazzi,Tymek,57,2019-11-26,rap,hip hop,0.524,0.736,-5.528,0.207,0.058,0.0,0.178,0.162,109.513,159273
Kevin,Otsochodzi,55,2019-12-18,rap,hip hop,0.442,0.427,-11.353,0.193,0.839,2.51e-05,0.0799,0.163,176.299,181364
Miasto 24H,Kizo,59,2019-12-11,rap,hip hop,0.726,0.617,-6.397,0.189,0.329,0.0,0.133,0.741,88.11,180060
ZMSW [QQ Untitled01],Qry,56,2019-11-13,rap,hip hop,0.654,0.52,-7.89,0.29,0.185,0.0,0.0834,0.206,180.283,170667
Tempo,Olszakumpel,56,2019-11-22,rap,hip hop,0.732,0.873,-3.846,0.204,0.251,0.0,0.303,0.566,149.923,205055
Czarne Oczy (Chilaca),Wac Toja,53,2019-12-18,rap,hip hop,0.66,0.725,-7.804,0.263,0.0719,0.0,0.335,0.663,125.138,193920
TIRy,BORCREW,57,2019-11-29,rap,hip hop,0.719,0.778,-8.337,0.348,0.614,0.0,0.137,0.652,140.844,204255
Pałac,White 2115,58,2019-10-20,rap,hip hop,0.828,0.694,-7.528,0.121,0.315,0.0,0.144,0.708,147.953,183989
Co u Ciebie?,Filipek,53,2019-12-20,rap,hip hop,0.789,0.652,-7.913,0.159,0.386,0.0,0.186,0.414,106.017,185313
Nie chcę,O.S.T.R.,55,2019-12-26,rap,hip hop,0.858,0.455,-7.913,0.149,0.00764,0.0,0.112,0.545,139.98,212826
pager,schafter,60,2019-11-22,rap,hip hop,0.73,0.705,-7.154,0.287,0.2,0.0,0.331,0.632,84.959,127613
Opowieści z Doliny Smoków,Bedoes,65,2019-10-28,rap,hip hop,0.548,0.579,-7.576,0.323,0.188,0.0,0.0857,0.284,113.563,197997
Ziom z papieru,BORCREW,55,2019-12-14,rap,hip hop,0.71,0.852,-7.602,0.232,0.384,0.0,0.323,0.771,167.0,164678
VHS,PlanBe,53,2019-12-17,rap,hip hop,0.614,0.555,-8.519,0.0534,0.206,0.0,0.059,0.35,100.03,190285
Chemia,BLACHA,58,2019-12-20,rap,hip hop,0.485,0.682,-7.314,0.243,0.388,0.0,0.0754,0.406,94.734,144000
Anioły i Demony,Tymek,70,2019-10-11,rap,hip hop,0.772,0.672,-5.333,0.178,0.288,0.0,0.133,0.655,111.003,210811
Mitoman,Malik Montana,59,2019-12-09,rap,hip hop,0.616,0.635,-8.673,0.166,0.188,0.0108,0.282,0.462,149.975,135200
Wszystko co mam,Otsochodzi,53,2019-12-04,rap,hip hop,0.589,0.737,-6.08,0.18,0.425,0.0,0.208,0.615,146.05,189041
Popiół (prod. Szwed),Płomień 81,55,2019-11-28,rap,hip hop,0.513,0.739,-7.754,0.166,0.0611,0.000329,0.091,0.222,139.944,238010
Restart,Shellerini,56,2019-10-02,rap,hip hop,0.744,0.573,-8.068,0.433,0.361,0.0,0.145,0.398,84.967,275294
NICKI,Trill Pem,66,2019-08-08,rap,hip hop,0.789,0.525,-4.323,0.123,0.126,0.0,0.0958,0.073,137.006,234764
Floyd Mayweather,Żabson,63,2019-09-30,rap,hip hop,0.709,0.74,-4.64,0.34,0.45,0.0,0.268,0.388,174.11,202961
jolka,chillwagon,46,2019-09-17,rap,hip hop,0.784,0.785,-5.497,0.0478,0.131,0.0,0.153,0.354,149.935,147208
cirque du soleil,schafter,55,2019-11-18,rap,hip hop,0.838,0.609,-6.44,0.185,0.187,0.0,0.0838,0.582,80.031,180413
Trzy Butelki,White 2115,58,2019-10-15,rap,hip hop,0.653,0.595,-8.309,0.31,0.228,0.0541,0.432,0.55,174.886,156867
Mrs. Officer,Lil Wayne,69,2008-01-01,rap,hip hop,0.92,0.553,-5.068,0.189,0.237,0.0,0.0767,0.947,112.021,286907
Buy U a Drank (Shawty Snappin'),T-Pain,76,2007-06-05,rap,hip hop,0.451,0.55,-8.137,0.262,0.0108,0.0,0.0737,0.594,80.001,227960
Some Cut (feat. Cutty),Trillville,56,2009-08-21,rap,hip hop,0.901,0.512,-6.468,0.37,0.00273,0.0,0.0979,0.638,85.012,283387
Ride Wit Me,Nelly,13,2000-06-27,rap,hip hop,0.854,0.692,-6.625,0.0479,0.0668,0.0,0.247,0.753,101.865,291782
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,74,2010-10-01,rap,hip hop,0.76,0.595,-6.366,0.0391,0.00544,0.0,0.241,0.361,131.497,263773
I'm Sprung,T-Pain,67,2005,rap,hip hop,0.722,0.329,-11.617,0.108,0.088,0.0,0.081,0.166,99.991,230713
It's Goin' Down (feat. Nitti),Yung Joc,65,2006-06-06,rap,hip hop,0.888,0.577,-7.702,0.0612,0.0986,0.0,0.131,0.609,84.003,241840
Int'l Players Anthem (I Choose You) (feat. OutKast),UGK,58,2007-08-07,rap,hip hop,0.675,0.68,-5.01,0.256,0.0655,0.0,0.354,0.845,155.698,259040
Steady Mobbin,Young Money,65,2009-01-01,rap,hip hop,0.488,0.691,-8.09,0.279,0.0219,0.0,0.501,0.697,156.141,310733
All Falls Down,Kanye West,11,2004-02-13,rap,hip hop,0.643,0.717,-4.876,0.506,0.184,0.0,0.152,0.46,90.893,223507
Overnight Celebrity,Twista,64,2004-01-27,rap,hip hop,0.828,0.792,-5.435,0.179,0.182,0.0,0.281,0.777,134.199,233360
Soul Survivor,Jeezy,64,2005,rap,hip hop,0.682,0.483,-7.718,0.0451,0.00103,0.0,0.159,0.108,84.012,280013
Still Tippin' (feat. Slim Thug & Paul Wall),Mike Jones,62,2005-04-19,rap,hip hop,0.86,0.861,-7.131,0.307,0.0361,4.07e-05,0.113,0.79,143.184,271053
Laffy Taffy,D4L,68,2005-11-08,rap,hip hop,0.891,0.439,-7.994,0.428,0.0351,0.0,0.0932,0.622,77.499,224253
Grove St. Party (feat. Kebo Gotti),Waka Flocka Flame,63,2010-10-01,rap,hip hop,0.705,0.702,-4.783,0.108,0.138,0.0,0.364,0.771,140.059,250493
Tell Me,Smilez and Southstar,46,2002-07-23,rap,hip hop,0.693,0.88,-3.228,0.0661,0.0901,0.0,0.211,0.397,88.088,278800
Hate It Or Love It,The Game,11,2005,rap,hip hop,0.802,0.785,-4.781,0.207,0.14,0.0,0.123,0.435,99.998,206400
Kiss Me Thru The Phone,Soulja Boy,6,2008-01-01,rap,hip hop,0.757,0.719,-3.797,0.108,0.0192,0.0,0.084,0.814,150.011,193387
Wanna Be A Baller,Lil' Troy,63,1998,rap,hip hop,0.871,0.648,-7.825,0.278,0.264,0.0,0.2,0.628,92.301,355067
Stuntin' Like My Daddy - Street,Birdman,59,2006-01-01,rap,hip hop,0.71,0.882,-6.648,0.04,0.00908,0.0,0.162,0.806,160.012,267293
Grillz - Dirty,Nelly,49,2005-01-01,rap,hip hop,0.864,0.5,-7.783,0.25,0.0358,0.0,0.199,0.845,82.995,272547
Roses,OutKast,71,2003,rap,hip hop,0.751,0.708,-5.645,0.0545,0.0481,1.83e-05,0.107,0.509,108.97,369573
Hypnotized (feat. Akon),Plies,65,2007-08-06,rap,hip hop,0.84,0.571,-7.421,0.0797,0.16,0.0,0.406,0.617,116.59,188493
I Need A Hot Girl,Hot Boys,47,1999-07-27,rap,hip hop,0.815,0.797,-6.304,0.186,0.0557,0.0,0.641,0.65,96.006,292840
Ice Cream Paint Job,Dorrough Music,56,2009-07-24,rap,hip hop,0.849,0.59,-8.367,0.428,0.000545,0.0,0.343,0.656,180.026,237320
Good Times,Styles P,60,2002-01-01,rap,hip hop,0.697,0.761,-7.647,0.302,0.157,0.0,0.789,0.666,81.728,211493
Knuck If You Buck (feat. Lil' Scrappy),Crime Mob,60,2004-07-13,rap,hip hop,0.865,0.844,-4.946,0.311,0.0582,0.0,0.373,0.755,150.09,205120
Sunshine (feat. Lea) - Explicit Album Version,Lil' Flip,60,2004-03-30,rap,hip hop,0.814,0.387,-9.867,0.0945,0.0248,0.0,0.131,0.792,93.961,225173
#1 Stunna,Big Tymers,48,2000-01-01,rap,hip hop,0.552,0.842,-4.961,0.285,0.0176,0.00327,0.258,0.561,89.017,281960
21 Questions,50 Cent,69,2003-02-06,rap,hip hop,0.576,0.807,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,224427
Freek-A-Leek,Petey Pablo,53,2003,rap,hip hop,0.737,0.697,-3.716,0.254,0.0756,0.0,0.359,0.662,104.917,235187
Whatever You Like,T.I.,74,2008-09-08,rap,hip hop,0.68,0.687,-6.162,0.0709,0.0161,0.0,0.261,0.467,150.053,249533
Throw Some D's,Rich Boy,56,2007-01-01,rap,hip hop,0.698,0.86,-5.181,0.429,0.0368,0.0,0.0721,0.433,160.904,263920
